Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Quarter
1991,CA-2015-127509,09-11-2015,13-11-2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34000015,3,0,8.4966,2015,11,4
1992,CA-2017-111374,24-02-2017,28-02-2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.955999851,4,0.699999988,-3.7996,2017,2,1
1993,CA-2017-133648,25-06-2017,02-07-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04000092,6,0.200000003,26.64,2017,6,2
1994,CA-2017-133648,25-06-2017,02-07-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.343999863,2,0.200000003,0.7348,2017,6,2
1995,CA-2017-133648,25-06-2017,02-07-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.3039999,3,0.200000003,-2.1195,2017,6,2
1996,US-2017-147221,02-12-2017,04-12-2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.6199951,5,0.800000012,-766.012,2017,12,4
1997,US-2017-147221,02-12-2017,04-12-2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.751999855,4,0.600000024,-3.7196,2017,12,4
1998,CA-2014-131905,06-02-2014,09-02-2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,4,0,7.2,2014,2,1
1999,CA-2014-131905,06-02-2014,09-02-2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.6100006,1,0,42.0186,2014,2,1
2000,CA-2014-131905,06-02-2014,09-02-2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.9499969,5,0,42.0355,2014,2,1
2001,CA-2017-166128,11-04-2017,18-04-2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.9499969,5,0,21.9945,2017,4,2
2002,CA-2017-166128,11-04-2017,18-04-2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86000061,7,0,14.2324,2017,4,2
2003,CA-2017-163510,25-12-2017,28-12-2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94000244,3,0,9.594,2017,12,4
2004,CA-2017-163510,25-12-2017,28-12-2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.4500122,5,0,76.1125,2017,12,4
2005,US-2017-143028,11-04-2017,18-04-2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,79424,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.36400032,3,0.800000012,-17.046,2017,4,2
2006,CA-2014-111150,31-12-2014,04-01-2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68000031,7,0,11.5752,2014,12,4
2007,CA-2014-111150,31-12-2014,04-01-2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.52999878,7,0,16.1602,2014,12,4
2008,CA-2017-165386,03-08-2017,04-08-2017,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.371994,2,0.300000012,-36.6744,2017,8,3
2009,CA-2014-116407,15-11-2014,21-11-2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.223999977,3,0.200000003,0.4752,2014,11,4
2010,CA-2014-116407,15-11-2014,21-11-2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.0559998,2,0.200000003,29.1424,2014,11,4
2011,CA-2014-116407,15-11-2014,21-11-2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.89599991,4,0.200000003,7.78,2014,11,4
2012,CA-2015-155761,11-12-2015,11-12-2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.9839935,2,0.200000003,35.9964,2015,12,4
2013,CA-2015-155761,11-12-2015,11-12-2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.34400177,3,0.200000003,4.6344,2015,12,4
2014,CA-2016-145905,18-09-2016,23-09-2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.980011,1,0,84.2352,2016,9,3
2015,CA-2016-145905,18-09-2016,23-09-2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.07999992,2,0,6.0168,2016,9,3
2016,CA-2016-145905,18-09-2016,23-09-2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.0800171,4,0,117.0104,2016,9,3
2017,CA-2015-113110,19-03-2015,23-03-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.56800079,2,0.200000003,6.3684,2015,3,1
2018,CA-2015-113110,19-03-2015,23-03-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.61999989,2,0,6.8714,2015,3,1
2019,CA-2015-113110,19-03-2015,23-03-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36000061,4,0,8.6736,2015,3,1
2020,CA-2015-113110,19-03-2015,23-03-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.13999939,6,0,19.6686,2015,3,1
2021,CA-2016-168354,19-09-2016,21-09-2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.22998,9,0,481.869,2016,9,3
2022,CA-2016-168354,19-09-2016,21-09-2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04000092,3,0,7.668,2016,9,3
2023,CA-2016-168354,19-09-2016,21-09-2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.52999878,3,0,23.7744,2016,9,3
2024,CA-2016-168354,19-09-2016,21-09-2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.3200073,4,0,244.2496,2016,9,3
2025,US-2017-111241,20-08-2017,22-08-2017,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.1199951,5,0.200000003,77.714,2017,8,3
2026,CA-2015-114237,13-03-2015,15-03-2015,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.9600067,2,0,39.7488,2015,3,1
2027,CA-2016-113516,08-09-2016,10-09-2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.02399826,2,0.200000003,11.5584,2016,9,3
2028,CA-2016-113516,08-09-2016,10-09-2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.13600159,4,0.200000003,23.4976,2016,9,3
2029,CA-2015-117961,26-11-2015,30-11-2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.72999954,3,0,6.9231,2015,11,4
2030,CA-2015-117961,26-11-2015,30-11-2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9000015,5,0,25.176,2015,11,4
2031,CA-2015-117961,26-11-2015,30-11-2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04000092,4,0,30.52,2015,11,4
2032,CA-2015-117961,26-11-2015,30-11-2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.94999981,3,0,5.1465,2015,11,4
2033,CA-2016-128923,09-12-2016,13-12-2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392000198,2,0.200000003,3.2872,2016,12,4
2034,CA-2016-128923,09-12-2016,13-12-2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328000069,1,0.200000003,0.8162,2016,12,4
2035,CA-2017-162481,25-09-2017,29-09-2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.260000229,2,0,3.8822,2017,9,3
2036,CA-2017-162481,25-09-2017,29-09-2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.9700012,3,0,51.2943,2017,9,3
2037,CA-2015-119214,23-01-2015,27-01-2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04000092,3,0,13.9392,2015,1,1
2038,CA-2015-119214,23-01-2015,27-01-2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.61999989,2,0,6.8714,2015,1,1
2039,CA-2015-122287,18-06-2015,23-06-2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.95199966,3,0.200000003,4.3326,2015,6,2
2040,CA-2015-122287,18-06-2015,23-06-2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.535999775,7,0.699999988,-3.3264,2015,6,2
2041,CA-2015-122287,18-06-2015,23-06-2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156000137,2,0.699999988,-6.104,2015,6,2
2042,CA-2015-122287,18-06-2015,23-06-2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36000061,5,0.200000003,20.724,2015,6,2
2043,CA-2015-104493,02-10-2015,08-10-2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.50400162,6,0.200000003,20.1264,2015,10,4
2044,US-2017-158946,18-11-2017,23-11-2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.86399841,7,0.200000003,7.7728,2017,11,4
2045,CA-2014-129168,17-08-2014,23-08-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.55200005,3,0.200000003,5.4432,2014,8,3
2046,CA-2016-131835,17-07-2016,21-07-2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.6399994,2,0,45.5392,2016,7,3
2047,CA-2016-131835,17-07-2016,21-07-2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597,3,0,280.59,2016,7,3
2048,CA-2016-131835,17-07-2016,21-07-2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.47999954,1,0,26.6304,2016,7,3
2049,CA-2015-142237,11-07-2015,13-07-2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.7999878,7,0.200000003,36.225,2015,7,3
2050,CA-2015-142237,11-07-2015,13-07-2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502000093,3,0.699999988,-2.0016,2015,7,3
2051,CA-2015-142237,11-07-2015,13-07-2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.480000019,4,0.699999988,-4.752,2015,7,3
2052,CA-2015-142237,11-07-2015,13-07-2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.4880066,8,0.300000012,-73.176,2015,7,3
2053,CA-2015-142237,11-07-2015,13-07-2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11.11999989,5,0.200000003,0.834,2015,7,3
2054,CA-2015-142237,11-07-2015,13-07-2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.34399986,6,0.200000003,3.4848,2015,7,3
2055,CA-2016-136434,01-12-2016,07-12-2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.30999947,3,0,5.193,2016,12,4
2056,CA-2017-120376,22-12-2017,25-12-2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.9499969,5,0,63.984,2017,12,4
2057,CA-2017-120376,22-12-2017,25-12-2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.689941,7,0,412.5394,2017,12,4
2058,CA-2017-120376,22-12-2017,25-12-2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.98999786,1,0,30.5964,2017,12,4
2059,CA-2017-120376,22-12-2017,25-12-2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.7999878,2,0,70.006,2017,12,4
2060,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34000015,3,0,5.2164,2014,10,4
2061,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.30000305,5,0,20.878,2014,10,4
2062,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.96800041,2,0.200000003,5.3892,2014,10,4
2063,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.73999786,13,0,30.4278,2014,10,4
2064,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.29599953,3,0.200000003,6.03,2014,10,4
2065,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.6400146,4,0,12.1692,2014,10,4
2066,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352005,3,0.200000003,-9.147,2014,10,4
2067,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.9100037,9,0,47.8629,2014,10,4
2068,CA-2014-106439,31-10-2014,04-11-2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39000034,3,0,3.717,2014,10,4
2069,CA-2015-133452,13-04-2015,19-04-2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.9600067,4,0,69.986,2015,4,2
2070,CA-2015-133452,13-04-2015,19-04-2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.8319702,3,0.200000003,-97.7394,2015,4,2
2071,CA-2016-146521,21-07-2016,23-07-2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.940999985,1,0.699999988,-1.294,2016,7,3
2072,US-2017-110996,20-11-2017,25-11-2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.9200134,5,0.200000003,-46.137,2017,11,4
2073,CA-2016-129693,26-11-2016,02-12-2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.311999798,2,0.200000003,2.5592,2016,11,4
2074,CA-2017-122504,07-11-2017,12-11-2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97000122,3,0,13.7931,2017,11,4
2075,CA-2017-122504,07-11-2017,12-11-2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.5440063,7,0.200000003,66.6351,2017,11,4
2076,CA-2014-131051,01-12-2014,05-12-2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.20000076,3,0,28.518,2014,12,4
2077,CA-2017-140676,12-09-2017,15-09-2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.90000153,5,0,19.95,2017,9,3
2078,CA-2017-140676,12-09-2017,15-09-2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86000061,7,0,26.3494,2017,9,3
2079,CA-2017-140676,12-09-2017,15-09-2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.84999847,5,0,45.528,2017,9,3
2080,CA-2015-120103,24-12-2015,29-12-2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.2320023,7,0.200000003,37.1812,2015,12,4
2081,CA-2015-120103,24-12-2015,29-12-2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.9840012,2,0.200000003,11.1984,2015,12,4
2082,CA-2015-120103,24-12-2015,29-12-2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.711999893,2,0.200000003,1.7352,2015,12,4
2083,CA-2017-104647,23-02-2017,01-03-2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.43999863,6,0,16.848,2017,2,1
2084,CA-2014-110352,23-11-2014,29-11-2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68000031,2,0.200000003,8.88,2014,11,4
2085,CA-2016-140501,23-06-2016,28-06-2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.1200027,4,0,56.1752,2016,6,2
2086,CA-2016-140501,23-06-2016,28-06-2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45000076,5,0,8.6715,2016,6,2
2087,CA-2016-140501,23-06-2016,28-06-2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.8999939,5,0,38.988,2016,6,2
2088,CA-2016-140501,23-06-2016,28-06-2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,146.7299957,3,0,68.9631,2016,6,2
2089,CA-2016-140501,23-06-2016,28-06-2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.960000038,2,0,1.4652,2016,6,2
2090,CA-2015-139290,26-10-2015,30-10-2015,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,5.760000229,2,0,2.6496,2015,10,4
2091,CA-2017-166142,15-07-2017,19-07-2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.54999924,3,0,13.0095,2017,7,3
2092,CA-2017-166142,15-07-2017,19-07-2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.4429932,3,0.300000012,-48.7839,2017,7,3
